Patch,Etiqueta
pozo_3_img_184_patch_3.png,Fino
pozo_3_img_184_patch_4.png,Fino
pozo_3_img_105_patch_1.png,Arcilla
pozo_3_img_105_patch_2.png,Arcilla
pozo_3_img_105_patch_3.png,Muy grueso
pozo_3_img_105_patch_4.png,Muy grueso
pozo_3_img_45_patch_1.png,Fino
pozo_3_img_45_patch_2.png,Fino
pozo_3_img_45_patch_3.png,Fino
pozo_3_img_45_patch_4.png,Fino
pozo_3_img_46_patch_1.png,Fino
pozo_3_img_46_patch_2.png,Fino
pozo_3_img_46_patch_3.png,Fino
pozo_3_img_46_patch_4.png,Fino
pozo_3_img_47_patch_1.png,Fino
pozo_3_img_47_patch_2.png,Fino
pozo_3_img_47_patch_3.png,Fino
pozo_3_img_47_patch_4.png,Fino
pozo_3_img_48_patch_1.png,Fino
pozo_3_img_48_patch_2.png,Fino
pozo_3_img_48_patch_3.png,Fino
pozo_3_img_48_patch_4.png,Fino
pozo_3_img_49_patch_1.png,Fino
pozo_3_img_49_patch_2.png,Fino
pozo_3_img_49_patch_3.png,Fino
pozo_3_img_49_patch_4.png,Fino
pozo_3_img_59_patch_1.png,Fino
pozo_3_img_59_patch_2.png,Fino
pozo_3_img_59_patch_3.png,Fino
pozo_3_img_59_patch_4.png,Fino
pozo_3_img_60_patch_1.png,Fino
pozo_3_img_60_patch_2.png,Fino
pozo_3_img_60_patch_3.png,Fino
pozo_3_img_60_patch_4.png,Fino
pozo_3_img_64_patch_1.png,Fino
pozo_3_img_64_patch_2.png,Fino
pozo_3_img_64_patch_3.png,Fino
pozo_3_img_64_patch_4.png,Fino
pozo_3_img_65_patch_1.png,Fino
pozo_3_img_65_patch_2.png,Fino
pozo_3_img_65_patch_3.png,Fino
pozo_3_img_65_patch_4.png,Fino
pozo_3_img_66_patch_1.png,Fino
pozo_3_img_66_patch_2.png,Fino
pozo_3_img_66_patch_3.png,Fino
pozo_3_img_66_patch_4.png,Fino
pozo_3_img_67_patch_1.png,Fino
pozo_3_img_67_patch_2.png,Fino
pozo_3_img_67_patch_3.png,Fino
pozo_3_img_67_patch_4.png,Fino
pozo_3_img_68_patch_1.png,Fino
pozo_3_img_68_patch_2.png,Fino
pozo_3_img_68_patch_3.png,Fino
pozo_3_img_68_patch_4.png,Fino
pozo_3_img_69_patch_1.png,Fino
pozo_3_img_69_patch_2.png,Fino
pozo_3_img_69_patch_3.png,Fino
pozo_3_img_69_patch_4.png,Fino
pozo_3_img_70_patch_1.png,Fino
pozo_3_img_70_patch_2.png,Fino
pozo_3_img_70_patch_3.png,Fino
pozo_3_img_70_patch_4.png,Fino
pozo_3_img_71_patch_1.png,Fino
pozo_3_img_71_patch_2.png,Fino
pozo_3_img_71_patch_3.png,Fino
pozo_3_img_71_patch_4.png,Fino
pozo_3_img_72_patch_1.png,Fino
pozo_3_img_72_patch_2.png,Fino
pozo_3_img_72_patch_3.png,Fino
pozo_3_img_72_patch_4.png,Fino
pozo_3_img_73_patch_1.png,Fino
pozo_3_img_73_patch_2.png,Fino
pozo_3_img_73_patch_3.png,Fino
pozo_3_img_73_patch_4.png,Fino
pozo_3_img_97_patch_1.png,Fino
pozo_3_img_97_patch_2.png,Fino
pozo_3_img_97_patch_3.png,Fino
pozo_3_img_97_patch_4.png,Fino
pozo_3_img_98_patch_1.png,Fino
pozo_3_img_98_patch_2.png,Fino
pozo_3_img_98_patch_3.png,Fino
pozo_3_img_98_patch_4.png,Fino
pozo_3_img_99_patch_1.png,Fino
pozo_3_img_99_patch_2.png,Fino
pozo_3_img_99_patch_3.png,Fino
pozo_3_img_99_patch_4.png,Fino
pozo_3_img_100_patch_1.png,Fino
pozo_3_img_100_patch_2.png,Fino
pozo_3_img_100_patch_3.png,Fino
pozo_3_img_100_patch_4.png,Fino
pozo_3_img_101_patch_1.png,Fino
pozo_3_img_101_patch_2.png,Fino
pozo_3_img_101_patch_3.png,Fino
pozo_3_img_101_patch_4.png,Fino
pozo_3_img_102_patch_1.png,Fino
pozo_3_img_102_patch_2.png,Fino
pozo_3_img_102_patch_3.png,Fino
pozo_3_img_102_patch_4.png,Fino
pozo_3_img_132_patch_1.png,Fino
pozo_3_img_132_patch_2.png,Fino
pozo_3_img_132_patch_3.png,Fino
pozo_3_img_132_patch_4.png,Fino
pozo_3_img_133_patch_1.png,Fino
pozo_3_img_133_patch_2.png,Fino
pozo_3_img_133_patch_3.png,Fino
pozo_3_img_133_patch_4.png,Fino
pozo_3_img_142_patch_1.png,Fino
pozo_3_img_142_patch_2.png,Fino
pozo_3_img_142_patch_3.png,Fino
pozo_3_img_142_patch_4.png,Fino
pozo_3_img_143_patch_1.png,Fino
pozo_3_img_143_patch_2.png,Fino
pozo_3_img_143_patch_3.png,Fino
pozo_3_img_143_patch_4.png,Fino
pozo_3_img_144_patch_1.png,Fino
pozo_3_img_144_patch_2.png,Fino
pozo_3_img_144_patch_3.png,Fino
pozo_3_img_144_patch_4.png,Fino
pozo_3_img_145_patch_1.png,Fino
pozo_3_img_145_patch_2.png,Fino
pozo_3_img_145_patch_3.png,Fino
pozo_3_img_145_patch_4.png,Fino
pozo_3_img_146_patch_1.png,Fino
pozo_3_img_146_patch_2.png,Fino
pozo_3_img_146_patch_3.png,Fino
pozo_3_img_146_patch_4.png,Fino
pozo_3_img_147_patch_1.png,Fino
pozo_3_img_147_patch_2.png,Fino
pozo_3_img_147_patch_3.png,Fino
pozo_3_img_147_patch_4.png,Fino
pozo_3_img_148_patch_1.png,Fino
pozo_3_img_148_patch_2.png,Fino
pozo_3_img_148_patch_3.png,Fino
pozo_3_img_148_patch_4.png,Fino
pozo_3_img_149_patch_1.png,Fino
pozo_3_img_149_patch_2.png,Fino
pozo_3_img_149_patch_3.png,Fino
pozo_3_img_149_patch_4.png,Fino
pozo_3_img_150_patch_1.png,Fino
pozo_3_img_150_patch_2.png,Fino
pozo_3_img_150_patch_3.png,Fino
pozo_3_img_150_patch_4.png,Fino
pozo_3_img_151_patch_1.png,Fino
pozo_3_img_151_patch_2.png,Fino
pozo_3_img_151_patch_3.png,Fino
pozo_3_img_151_patch_4.png,Fino
pozo_3_img_152_patch_1.png,Fino
pozo_3_img_152_patch_2.png,Fino
pozo_3_img_152_patch_3.png,Fino
pozo_3_img_152_patch_4.png,Fino
pozo_3_img_155_patch_1.png,Fino
pozo_3_img_155_patch_2.png,Fino
pozo_3_img_155_patch_3.png,Fino
pozo_3_img_155_patch_4.png,Fino
pozo_3_img_156_patch_1.png,Fino
pozo_3_img_156_patch_2.png,Fino
pozo_3_img_156_patch_3.png,Fino
pozo_3_img_156_patch_4.png,Fino
pozo_3_img_187_patch_1.png,Fino
pozo_3_img_187_patch_2.png,Fino
pozo_3_img_187_patch_3.png,Fino
pozo_3_img_187_patch_4.png,Fino
pozo_3_img_188_patch_1.png,Fino
pozo_3_img_188_patch_2.png,Fino
pozo_3_img_188_patch_3.png,Fino
pozo_3_img_188_patch_4.png,Fino
pozo_3_img_191_patch_1.png,Fino
pozo_3_img_191_patch_2.png,Fino
pozo_3_img_191_patch_3.png,Fino
pozo_3_img_191_patch_4.png,Fino
pozo_3_img_192_patch_1.png,Fino
pozo_3_img_192_patch_2.png,Fino
pozo_3_img_192_patch_3.png,Fino
pozo_3_img_192_patch_4.png,Fino
pozo_3_img_193_patch_1.png,Fino
pozo_3_img_193_patch_2.png,Fino
pozo_3_img_193_patch_3.png,Fino
pozo_3_img_193_patch_4.png,Fino
pozo_3_img_194_patch_1.png,Fino
pozo_3_img_194_patch_2.png,Fino
pozo_3_img_194_patch_3.png,Fino
pozo_3_img_194_patch_4.png,Fino
pozo_3_img_196_patch_1.png,Fino
pozo_3_img_196_patch_2.png,Fino
pozo_3_img_196_patch_3.png,Fino
pozo_3_img_196_patch_4.png,Fino
pozo_3_img_201_patch_1.png,Fino
pozo_3_img_201_patch_2.png,Fino
pozo_3_img_201_patch_3.png,Fino
pozo_3_img_201_patch_4.png,Fino
pozo_3_img_202_patch_1.png,Fino
pozo_3_img_202_patch_2.png,Fino
pozo_3_img_202_patch_3.png,Fino
pozo_3_img_202_patch_4.png,Fino
pozo_3_img_203_patch_1.png,Fino
pozo_3_img_203_patch_2.png,Fino
pozo_3_img_203_patch_3.png,Fino
pozo_3_img_203_patch_4.png,Fino
pozo_3_img_204_patch_1.png,Fino
pozo_3_img_204_patch_2.png,Fino
pozo_3_img_204_patch_3.png,Fino
pozo_3_img_204_patch_4.png,Fino
pozo_3_img_205_patch_1.png,Fino
pozo_3_img_205_patch_2.png,Fino
pozo_3_img_205_patch_3.png,Fino
pozo_3_img_205_patch_4.png,Fino
pozo_3_img_214_patch_1.png,Fino
pozo_3_img_214_patch_2.png,Fino
pozo_3_img_214_patch_3.png,Fino
pozo_3_img_214_patch_4.png,Fino
pozo_3_img_215_patch_1.png,Fino
pozo_3_img_215_patch_2.png,Fino
pozo_3_img_215_patch_3.png,Fino
pozo_3_img_215_patch_4.png,Fino
pozo_3_img_240_patch_1.png,no
pozo_3_img_240_patch_2.png,Fino
pozo_3_img_240_patch_3.png,Fino
pozo_3_img_240_patch_4.png,Fino
pozo_3_img_241_patch_1.png,Fino
pozo_3_img_241_patch_2.png,Fino
pozo_3_img_241_patch_3.png,Fino
pozo_3_img_241_patch_4.png,Fino
pozo_3_img_242_patch_1.png,Fino
pozo_3_img_242_patch_2.png,Fino
pozo_3_img_242_patch_3.png,Fino
pozo_3_img_242_patch_4.png,Fino
pozo_3_img_243_patch_1.png,Fino
pozo_3_img_243_patch_2.png,Fino
pozo_3_img_243_patch_3.png,Fino
pozo_3_img_243_patch_4.png,Fino
pozo_3_img_244_patch_1.png,Fino
pozo_3_img_244_patch_2.png,Fino
pozo_3_img_244_patch_3.png,Fino
pozo_3_img_244_patch_4.png,Fino
pozo_3_img_245_patch_1.png,Fino
pozo_3_img_245_patch_2.png,Fino
pozo_3_img_245_patch_3.png,Fino
pozo_3_img_245_patch_4.png,Fino
pozo_3_img_154_patch_1.png,Grueso
pozo_3_img_154_patch_2.png,Fino
pozo_3_img_154_patch_3.png,Fino
pozo_3_img_154_patch_4.png,Fino
pozo_3_img_186_patch_1.png,Fino
pozo_3_img_186_patch_2.png,Fino
pozo_3_img_186_patch_3.png,Fino
pozo_3_img_186_patch_4.png,Fino
pozo_3_img_190_patch_1.png,Grueso
pozo_3_img_190_patch_2.png,Grueso
pozo_3_img_190_patch_3.png,Grueso
pozo_3_img_190_patch_4.png,Fino
pozo_3_img_297_patch_1.png,Granulo o mayor
pozo_3_img_297_patch_2.png,Fino
pozo_3_img_297_patch_3.png,Fino
pozo_3_img_297_patch_4.png,Fino
pozo_3_img_206_patch_1.png,Fino
pozo_3_img_206_patch_2.png,Fino
pozo_3_img_206_patch_3.png,Fino
pozo_3_img_206_patch_4.png,Medio
pozo_3_img_223_patch_1.png,Medio
pozo_3_img_223_patch_2.png,Medio
pozo_3_img_223_patch_3.png,Fino
pozo_3_img_223_patch_4.png,Fino
pozo_3_img_230_patch_1.png,Fino
pozo_3_img_230_patch_2.png,Fino
pozo_3_img_230_patch_3.png,Medio
pozo_3_img_230_patch_4.png,Medio
pozo_3_img_3_patch_1.png,Grueso
pozo_3_img_3_patch_2.png,Grueso
pozo_3_img_3_patch_3.png,Grueso
pozo_3_img_3_patch_4.png,Grueso
pozo_3_img_4_patch_1.png,Grueso
pozo_3_img_4_patch_2.png,Grueso
pozo_3_img_4_patch_3.png,Grueso
pozo_3_img_4_patch_4.png,Grueso
pozo_3_img_7_patch_1.png,Grueso
pozo_3_img_7_patch_2.png,Grueso
pozo_3_img_7_patch_3.png,Grueso
pozo_3_img_7_patch_4.png,Grueso
pozo_3_img_8_patch_1.png,Grueso
pozo_3_img_8_patch_2.png,Grueso
pozo_3_img_8_patch_3.png,Grueso
pozo_3_img_8_patch_4.png,Grueso
pozo_3_img_9_patch_1.png,Grueso
pozo_3_img_9_patch_2.png,Grueso
pozo_3_img_9_patch_3.png,Grueso
pozo_3_img_9_patch_4.png,Grueso
pozo_3_img_10_patch_1.png,Grueso
pozo_3_img_10_patch_2.png,Grueso
pozo_3_img_10_patch_3.png,Grueso
pozo_3_img_10_patch_4.png,Grueso
pozo_3_img_12_patch_1.png,Grueso
pozo_3_img_12_patch_2.png,Grueso
pozo_3_img_12_patch_3.png,Grueso
pozo_3_img_12_patch_4.png,Grueso
pozo_3_img_18_patch_1.png,Grueso
pozo_3_img_18_patch_2.png,Grueso
pozo_3_img_18_patch_3.png,Grueso
pozo_3_img_18_patch_4.png,Grueso
pozo_3_img_19_patch_1.png,no
pozo_3_img_19_patch_2.png,Grueso
pozo_3_img_19_patch_3.png,Grueso
pozo_3_img_19_patch_4.png,Grueso
pozo_3_img_76_patch_1.png,Grueso
pozo_3_img_76_patch_2.png,Grueso
pozo_3_img_76_patch_3.png,Grueso
pozo_3_img_76_patch_4.png,Grueso
pozo_3_img_77_patch_1.png,Grueso
pozo_3_img_77_patch_2.png,Grueso
pozo_3_img_77_patch_3.png,Grueso
pozo_3_img_77_patch_4.png,Grueso
pozo_3_img_78_patch_1.png,Grueso
pozo_3_img_78_patch_2.png,Grueso
pozo_3_img_78_patch_3.png,Grueso
pozo_3_img_78_patch_4.png,Grueso
pozo_3_img_79_patch_1.png,Grueso
pozo_3_img_79_patch_2.png,Grueso
pozo_3_img_79_patch_3.png,Grueso
pozo_3_img_79_patch_4.png,Grueso
pozo_3_img_80_patch_1.png,Grueso
pozo_3_img_80_patch_2.png,Grueso
pozo_3_img_80_patch_3.png,Grueso
pozo_3_img_80_patch_4.png,Grueso
pozo_3_img_81_patch_1.png,Grueso
pozo_3_img_81_patch_2.png,Grueso
pozo_3_img_81_patch_3.png,Grueso
pozo_3_img_81_patch_4.png,Grueso
pozo_3_img_82_patch_1.png,Grueso
pozo_3_img_82_patch_2.png,Grueso
pozo_3_img_82_patch_3.png,Grueso
pozo_3_img_82_patch_4.png,Grueso
pozo_3_img_83_patch_1.png,Grueso
pozo_3_img_83_patch_2.png,Grueso
pozo_3_img_83_patch_3.png,Grueso
pozo_3_img_83_patch_4.png,Grueso
pozo_3_img_84_patch_1.png,Grueso
pozo_3_img_84_patch_2.png,Grueso
pozo_3_img_84_patch_3.png,Grueso
pozo_3_img_84_patch_4.png,Grueso
pozo_3_img_85_patch_1.png,Grueso
pozo_3_img_85_patch_2.png,Grueso
pozo_3_img_85_patch_3.png,Grueso
pozo_3_img_85_patch_4.png,Grueso
pozo_3_img_86_patch_1.png,Grueso
pozo_3_img_86_patch_2.png,Grueso
pozo_3_img_86_patch_3.png,Grueso
pozo_3_img_86_patch_4.png,Grueso
pozo_3_img_87_patch_1.png,Grueso
pozo_3_img_87_patch_2.png,Grueso
pozo_3_img_87_patch_3.png,Grueso
pozo_3_img_87_patch_4.png,Grueso
pozo_3_img_90_patch_1.png,Grueso
pozo_3_img_90_patch_2.png,Grueso
pozo_3_img_90_patch_3.png,Grueso
pozo_3_img_90_patch_4.png,Grueso
pozo_3_img_91_patch_1.png,Grueso
pozo_3_img_91_patch_2.png,Grueso
pozo_3_img_91_patch_3.png,Grueso
pozo_3_img_91_patch_4.png,Grueso
pozo_3_img_92_patch_1.png,Grueso
pozo_3_img_92_patch_2.png,Grueso
pozo_3_img_92_patch_3.png,Grueso
pozo_3_img_92_patch_4.png,Grueso
pozo_3_img_93_patch_1.png,Grueso
pozo_3_img_93_patch_2.png,Grueso
pozo_3_img_93_patch_3.png,Grueso
pozo_3_img_93_patch_4.png,Grueso
pozo_3_img_96_patch_1.png,Grueso
pozo_3_img_96_patch_2.png,Grueso
pozo_3_img_96_patch_3.png,Grueso
pozo_3_img_96_patch_4.png,Grueso
pozo_3_img_109_patch_1.png,Grueso
pozo_3_img_109_patch_2.png,Grueso
pozo_3_img_109_patch_3.png,Grueso
pozo_3_img_109_patch_4.png,Grueso
pozo_3_img_110_patch_1.png,Grueso
pozo_3_img_110_patch_2.png,Grueso
pozo_3_img_110_patch_3.png,Grueso
pozo_3_img_110_patch_4.png,Grueso
pozo_3_img_111_patch_1.png,Grueso
pozo_3_img_111_patch_2.png,Grueso
pozo_3_img_111_patch_3.png,Grueso
pozo_3_img_111_patch_4.png,Grueso
pozo_3_img_113_patch_1.png,Grueso
pozo_3_img_113_patch_2.png,Grueso
pozo_3_img_113_patch_3.png,Grueso
pozo_3_img_113_patch_4.png,Grueso
pozo_3_img_114_patch_1.png,Grueso
pozo_3_img_114_patch_2.png,Grueso
pozo_3_img_114_patch_3.png,Grueso
pozo_3_img_114_patch_4.png,Grueso
pozo_3_img_115_patch_1.png,Grueso
pozo_3_img_115_patch_2.png,Grueso
pozo_3_img_115_patch_3.png,Grueso
pozo_3_img_115_patch_4.png,Grueso
pozo_3_img_130_patch_1.png,Grueso
pozo_3_img_130_patch_2.png,Grueso
pozo_3_img_130_patch_3.png,Grueso
pozo_3_img_130_patch_4.png,Grueso
pozo_3_img_131_patch_1.png,Grueso
pozo_3_img_131_patch_2.png,Grueso
pozo_3_img_131_patch_3.png,Grueso
pozo_3_img_131_patch_4.png,Grueso
pozo_3_img_135_patch_1.png,Grueso
pozo_3_img_135_patch_2.png,Grueso
pozo_3_img_135_patch_3.png,Grueso
pozo_3_img_135_patch_4.png,Grueso
pozo_3_img_136_patch_1.png,Grueso
pozo_3_img_136_patch_2.png,Grueso
pozo_3_img_136_patch_3.png,Grueso
pozo_3_img_136_patch_4.png,Grueso
pozo_3_img_137_patch_1.png,Grueso
pozo_3_img_137_patch_2.png,Grueso
pozo_3_img_137_patch_3.png,Grueso
pozo_3_img_137_patch_4.png,Grueso
pozo_3_img_138_patch_1.png,Grueso
pozo_3_img_138_patch_2.png,Grueso
pozo_3_img_138_patch_3.png,Grueso
pozo_3_img_138_patch_4.png,Grueso
pozo_3_img_139_patch_1.png,Grueso
pozo_3_img_139_patch_2.png,Grueso
pozo_3_img_139_patch_3.png,Grueso
pozo_3_img_139_patch_4.png,Grueso
pozo_3_img_140_patch_1.png,Grueso
pozo_3_img_140_patch_2.png,Grueso
pozo_3_img_140_patch_3.png,Grueso
pozo_3_img_140_patch_4.png,Grueso
pozo_3_img_141_patch_1.png,Grueso
pozo_3_img_141_patch_2.png,Grueso
pozo_3_img_141_patch_3.png,Grueso
pozo_3_img_141_patch_4.png,Grueso
pozo_3_img_153_patch_1.png,Grueso
pozo_3_img_153_patch_2.png,Grueso
pozo_3_img_153_patch_3.png,Grueso
pozo_3_img_153_patch_4.png,Grueso
pozo_3_img_167_patch_1.png,Grueso
pozo_3_img_167_patch_2.png,Grueso
pozo_3_img_167_patch_3.png,Grueso
pozo_3_img_167_patch_4.png,Grueso
pozo_3_img_168_patch_1.png,Grueso
pozo_3_img_168_patch_2.png,Grueso
pozo_3_img_168_patch_3.png,Grueso
pozo_3_img_168_patch_4.png,Grueso
pozo_3_img_169_patch_1.png,Grueso
pozo_3_img_169_patch_2.png,Grueso
pozo_3_img_169_patch_3.png,Grueso
pozo_3_img_169_patch_4.png,Grueso
pozo_3_img_170_patch_1.png,Grueso
pozo_3_img_170_patch_2.png,Grueso
pozo_3_img_170_patch_3.png,Grueso
pozo_3_img_170_patch_4.png,Grueso
pozo_3_img_171_patch_1.png,Grueso
pozo_3_img_171_patch_2.png,Grueso
pozo_3_img_171_patch_3.png,Grueso
pozo_3_img_171_patch_4.png,Grueso
pozo_3_img_172_patch_1.png,Grueso
pozo_3_img_172_patch_2.png,Grueso
pozo_3_img_172_patch_3.png,Grueso
pozo_3_img_172_patch_4.png,Grueso
pozo_3_img_173_patch_1.png,Grueso
pozo_3_img_173_patch_2.png,Grueso
pozo_3_img_173_patch_3.png,Grueso
pozo_3_img_173_patch_4.png,Grueso
pozo_3_img_185_patch_1.png,Grueso
pozo_3_img_185_patch_2.png,Grueso
pozo_3_img_185_patch_3.png,Grueso
pozo_3_img_185_patch_4.png,Grueso
pozo_3_img_217_patch_1.png,Grueso
pozo_3_img_217_patch_2.png,Grueso
pozo_3_img_217_patch_3.png,Grueso
pozo_3_img_217_patch_4.png,Grueso
pozo_3_img_251_patch_1.png,Grueso
pozo_3_img_251_patch_2.png,Grueso
pozo_3_img_251_patch_3.png,Grueso
pozo_3_img_251_patch_4.png,Grueso
pozo_3_img_253_patch_1.png,Grueso
pozo_3_img_253_patch_2.png,Grueso
pozo_3_img_253_patch_3.png,Grueso
pozo_3_img_253_patch_4.png,Grueso
pozo_3_img_255_patch_1.png,Grueso
pozo_3_img_255_patch_2.png,Grueso
pozo_3_img_255_patch_3.png,Grueso
pozo_3_img_255_patch_4.png,Grueso
pozo_3_img_256_patch_1.png,Grueso
pozo_3_img_256_patch_2.png,Grueso
pozo_3_img_256_patch_3.png,Grueso
pozo_3_img_256_patch_4.png,Grueso
pozo_3_img_257_patch_1.png,Grueso
pozo_3_img_257_patch_2.png,Grueso
pozo_3_img_257_patch_3.png,Grueso
pozo_3_img_257_patch_4.png,Grueso
pozo_3_img_258_patch_1.png,Grueso
pozo_3_img_258_patch_2.png,Grueso
pozo_3_img_258_patch_3.png,Grueso
pozo_3_img_258_patch_4.png,Grueso
pozo_3_img_259_patch_1.png,Grueso
pozo_3_img_259_patch_2.png,Grueso
pozo_3_img_259_patch_3.png,Grueso
pozo_3_img_259_patch_4.png,Grueso
pozo_3_img_260_patch_1.png,Grueso
pozo_3_img_260_patch_2.png,Grueso
pozo_3_img_260_patch_3.png,Grueso
pozo_3_img_260_patch_4.png,Grueso
pozo_3_img_261_patch_1.png,Grueso
pozo_3_img_261_patch_2.png,Grueso
pozo_3_img_261_patch_3.png,Grueso
pozo_3_img_261_patch_4.png,Grueso
pozo_3_img_262_patch_1.png,Grueso
pozo_3_img_262_patch_2.png,Grueso
pozo_3_img_262_patch_3.png,Grueso
pozo_3_img_262_patch_4.png,Grueso
pozo_3_img_263_patch_1.png,Grueso
pozo_3_img_263_patch_2.png,Grueso
pozo_3_img_263_patch_3.png,Grueso
pozo_3_img_263_patch_4.png,Grueso
pozo_3_img_264_patch_1.png,Grueso
pozo_3_img_264_patch_2.png,Grueso
pozo_3_img_264_patch_3.png,Grueso
pozo_3_img_264_patch_4.png,Grueso
pozo_3_img_265_patch_1.png,Grueso
pozo_3_img_265_patch_2.png,Grueso
pozo_3_img_265_patch_3.png,Grueso
pozo_3_img_265_patch_4.png,Grueso
pozo_3_img_266_patch_1.png,Grueso
pozo_3_img_266_patch_2.png,Grueso
pozo_3_img_266_patch_3.png,Grueso
pozo_3_img_266_patch_4.png,Grueso
pozo_3_img_283_patch_1.png,Grueso
pozo_3_img_283_patch_2.png,Grueso
pozo_3_img_283_patch_3.png,Grueso
pozo_3_img_283_patch_4.png,Grueso
pozo_3_img_284_patch_1.png,Grueso
pozo_3_img_284_patch_2.png,Grueso
pozo_3_img_284_patch_3.png,Grueso
pozo_3_img_284_patch_4.png,Grueso
pozo_3_img_285_patch_1.png,Grueso
pozo_3_img_285_patch_2.png,Grueso
pozo_3_img_285_patch_3.png,Grueso
pozo_3_img_285_patch_4.png,Grueso
pozo_3_img_286_patch_1.png,Grueso
pozo_3_img_286_patch_2.png,Grueso
pozo_3_img_286_patch_3.png,Grueso
pozo_3_img_286_patch_4.png,Grueso
pozo_3_img_106_patch_1.png,Muy grueso
pozo_3_img_106_patch_2.png,Grueso
pozo_3_img_106_patch_3.png,Grueso
pozo_3_img_106_patch_4.png,Muy grueso
pozo_3_img_108_patch_1.png,Muy grueso
pozo_3_img_108_patch_2.png,Muy grueso
pozo_3_img_108_patch_3.png,Muy grueso
pozo_3_img_108_patch_4.png,Grueso
pozo_3_img_175_patch_1.png,Granulo o mayor
pozo_3_img_175_patch_2.png,Granulo o mayor
pozo_3_img_175_patch_3.png,Granulo o mayor
pozo_3_img_175_patch_4.png,Granulo o mayor
pozo_3_img_176_patch_1.png,Granulo o mayor
pozo_3_img_176_patch_2.png,Granulo o mayor
pozo_3_img_176_patch_3.png,Granulo o mayor
pozo_3_img_176_patch_4.png,Granulo o mayor
pozo_3_img_287_patch_1.png,Granulo o mayor
pozo_3_img_287_patch_2.png,Granulo o mayor
pozo_3_img_287_patch_3.png,Granulo o mayor
pozo_3_img_287_patch_4.png,Granulo o mayor
pozo_3_img_288_patch_1.png,Granulo o mayor
pozo_3_img_288_patch_2.png,no
pozo_3_img_288_patch_3.png,Granulo o mayor
pozo_3_img_288_patch_4.png,Granulo o mayor
pozo_3_img_289_patch_1.png,Granulo o mayor
pozo_3_img_289_patch_2.png,Granulo o mayor
pozo_3_img_289_patch_3.png,Granulo o mayor
pozo_3_img_289_patch_4.png,Granulo o mayor
pozo_3_img_290_patch_1.png,Granulo o mayor
pozo_3_img_290_patch_2.png,Granulo o mayor
pozo_3_img_290_patch_3.png,Granulo o mayor
pozo_3_img_290_patch_4.png,Granulo o mayor
pozo_3_img_291_patch_1.png,Granulo o mayor
pozo_3_img_291_patch_2.png,Granulo o mayor
pozo_3_img_291_patch_3.png,Granulo o mayor
pozo_3_img_291_patch_4.png,Granulo o mayor
pozo_3_img_292_patch_1.png,Granulo o mayor
pozo_3_img_292_patch_2.png,Granulo o mayor
pozo_3_img_292_patch_3.png,Granulo o mayor
pozo_3_img_292_patch_4.png,Granulo o mayor
pozo_3_img_293_patch_1.png,Granulo o mayor
pozo_3_img_293_patch_2.png,Granulo o mayor
pozo_3_img_293_patch_3.png,Granulo o mayor
pozo_3_img_293_patch_4.png,Granulo o mayor
pozo_3_img_294_patch_1.png,Granulo o mayor
pozo_3_img_294_patch_2.png,Granulo o mayor
pozo_3_img_294_patch_3.png,Granulo o mayor
pozo_3_img_294_patch_4.png,Granulo o mayor
pozo_3_img_295_patch_1.png,Granulo o mayor
pozo_3_img_295_patch_2.png,Granulo o mayor
pozo_3_img_295_patch_3.png,Granulo o mayor
pozo_3_img_295_patch_4.png,Granulo o mayor
pozo_3_img_296_patch_1.png,Granulo o mayor
pozo_3_img_296_patch_2.png,Granulo o mayor
pozo_3_img_296_patch_3.png,Granulo o mayor
pozo_3_img_296_patch_4.png,Granulo o mayor
pozo_3_img_174_patch_1.png,Grueso
pozo_3_img_174_patch_2.png,Grueso
pozo_3_img_174_patch_3.png,Granulo o mayor
pozo_3_img_174_patch_4.png,Granulo o mayor
pozo_3_img_282_patch_1.png,Granulo o mayor
pozo_3_img_282_patch_2.png,Grueso
pozo_3_img_282_patch_3.png,Grueso
pozo_3_img_282_patch_4.png,Grueso
pozo_3_img_24_patch_1.png,Limo
pozo_3_img_24_patch_2.png,Limo
pozo_3_img_24_patch_3.png,Limo
pozo_3_img_24_patch_4.png,Limo
pozo_3_img_25_patch_1.png,Limo
pozo_3_img_25_patch_2.png,Limo
pozo_3_img_25_patch_3.png,Limo
pozo_3_img_25_patch_4.png,Limo
pozo_3_img_247_patch_1.png,Limo
pozo_3_img_247_patch_2.png,Limo
pozo_3_img_247_patch_3.png,Limo
pozo_3_img_247_patch_4.png,Limo
pozo_3_img_248_patch_1.png,Limo
pozo_3_img_248_patch_2.png,Limo
pozo_3_img_248_patch_3.png,Limo
pozo_3_img_248_patch_4.png,Limo
pozo_3_img_249_patch_1.png,Limo
pozo_3_img_249_patch_2.png,Limo
pozo_3_img_249_patch_3.png,Limo
pozo_3_img_249_patch_4.png,Limo
pozo_3_img_250_patch_1.png,Limo
pozo_3_img_250_patch_2.png,Limo
pozo_3_img_250_patch_3.png,Fino
pozo_3_img_250_patch_4.png,Grueso
pozo_3_img_41_patch_1.png,Muy fino
pozo_3_img_41_patch_2.png,Muy fino
pozo_3_img_41_patch_3.png,Muy fino
pozo_3_img_41_patch_4.png,Muy fino
pozo_3_img_246_patch_1.png,Medio
pozo_3_img_246_patch_2.png,Limo
pozo_3_img_246_patch_3.png,Limo
pozo_3_img_246_patch_4.png,Limo
